rowid,query,grams
2951,Roma tomatoes,248.0
2952,firm tofu,396.9
2953,Sriracha,15.0
2954,curry powder,12.6
2955,rice vermicelli,226.8
2956,shredded cabbage and carrots,255.15
2957,chicken thighs,560.0
2958,diced tomatoes,425.25
2959,chicken broth,480.0
2960,orzo,285.0
2961,parsley,15.0
2962,sun dried tomatoes,30.0
2963,boneless skinless chicken thighs,1043.26
2964,Pineapple slices in juice,567.0
2965,jalapeño,14.0
2966,white onion,110.0
2967,burger seasoning,6.0
2968,American cheese,126.0
2969,Hawaiian sweet rolls,360.0
2970,everything bagel seasoning,6.0
2971,brown lentils,144.0
2972,lean ground beef,453.592
2973,Dijon mustard,7.5
2974,hamburger buns,400.0
2975,5 spice powder,12.0
2976,bone-in skin-on chicken pieces,1814.37
2977,rice wine,30.0
2978,black beans,453.592
2979,baby potatoes,680.39
2980,chopped cabbage,489.5
2981,whole chicken,2041.16
2982,garlic,25.0
2983,carrots,226.8
2984,chicken breast,340.19
2985,dried parsley,1.5
2986,butter,85.2
2987,sugar,3.0
2988,carrots,226.8
2989,split chicken breasts,1020.58
2990,water,1892.0
2991,wide egg noodles,170.1
2992,salt,17.06
2993,chicken pieces,793.79
2994,oregano,1.5
2995,red bell pepper,119.0
2996,salt,4.26
2997,sweet potato,340.19
2998,curry powder,18.0
2999,ground cloves,0.5
3000,coconut milk,414.0
