rowid,query,grams
601,sugar,4.2
602,large egg,50.0
603,all-purpose flour,156.25
604,heavy whipping cream,238.0
605,blueberries,148.0
606,sugar,25.0
607,vanilla extract,4.2
608,lemon curd,170.25
609,butter,56.8
610,onion,110.0
611,salt,3.0
612,celery,100.0
613,carrot,72.0
614,ground beef,453.6
615,milk,244.0
616,wine,236.0
617,crushed tomatoes,794.0
618,pasta,340.0
619,frozen broccoli florets,453.6
620,grated Parmesan,15.0
621,black pepper,0.5
622,crushed red pepper,0.2
623,red cabbage,907.2
624,granny smith apple,182.0
625,water,59.0
626,Roma tomato,62.0
627,jalapeño,14.0
628,black beans,425.0
629,cheddar cheese,113.4
630,large eggs,300.0
631,tortilla chips,425.0
632,pizza dough,453.0
633,frozen broccoli florets,340.0
634,cheddar cheese,170.1
635,dry fettuccine,453.6
636,frozen broccoli florets,453.6
637,all-purpose flour,31.2
638,milk,732.0
639,grated parmesan,100.0
640,nutmeg,0.3
641,tomato paste,16.0
642,red wine vinegar,30.0
643,sugar,1.0
644,olive oil,81.0
645,rotini pasta,226.8
646,broccoli,453.6
647,red onion,80.0
648,sunflower seeds,34.0
649,feta,113.4
650,Greek yogurt,123.0
