rowid,query,grams
501,cauliflower,907.0
502,chicken bouillon,1.5
503,red wine,118.0
504,diced tomatoes,794.0
505,bay leaf,0.6
506,soy sauce,32.0
507,salt,6.0
508,brown sugar,8.4
509,shredded beef,280.0
510,beer,355.0
511,bouillon cube,10.0
512,collard greens,454.0
513,red pepper flakes,0.9
514,black pepper,0.6
515,olive oil,6.8
516,flour tortilla,45.0
517,grape tomatoes,75.0
518,crushed red pepper,0.2
519,jasmine rice,744.0
520,cooking oil,6.8
521,fresh spinach,180.0
522,toasted sesame oil,4.5
523,salt,0.4
524,chili garlic sauce,36.0
525,kimchi,60.0
526,sesame seeds,9.0
527,Dijon mustard,7.5
528,penne pasta,227.0
529,chopped kale,227.0
530,chickpeas,425.0
531,Parmesan cheese,50.0
532,black beans,850.0
533,red onion,50.0
534,fresh cilantro,15.0
535,sriracha,15.0
536,mayonnaise,14.0
537,ground cumin,2.1
538,pepper,0.6
539,plain breadcrumbs,108.0
540,green cabbage,450.0
541,cooking oil,27.0
542,salt,0.6
543,mayonnaise,58.0
544,chipotle powder,0.5
545,dried thyme,0.8
546,cayenne,0.5
547,onion powder,1.2
548,salmon,590.0
549,zucchini,590.0
550,smoked paprika,6.8
