rowid,query,grams
101,cayenne,0.1125
102,salt,0.375
103,butter,42.6
104,unsweetened applesauce,244.0
105,all-purpose flour,247.5
106,baking soda,4.6
107,cinnamon,1.3
108,ground cloves,1.0
109,raisins,100.0
110,salad greens,226.8
111,artichoke hearts,340.0
112,grape tomatoes,550.0
113,mozzarella,226.8
114,salami,226.8
115,kalamata olives,170.0
116,banana peppers,226.8
117,red onion,100.0
118,provolone,226.8
119,extra virgin olive oil,108.0
120,red wine vinegar,45.0
121,lemon juice,15.0
122,dijon mustard,10.0
123,italian seasoning,3.4
124,sugar,2.0
125,salt,3.0
126,grated parmesan,14.0
127,apple cider,118.0
128,sparkling wine,118.0
129,fresh rosemary,5.0
130,olive oil,72.0
131,apple cider vinegar,60.0
132,garlic cloves,3.0
133,dijon mustard,22.5
134,black pepper,1.0
135,chopped kale,226.8
136,granny smith apple,182.0
137,raisins,37.5
138,walnut halves,58.0
139,quinoa,170.0
140,apple juice,366.0
141,ground cloves,0.125
142,apple,182.0
143,walnuts,58.0
144,pie crust,400.0
145,sugar,100.0
146,cinnamon,2.6
147,flour,22.5
148,nutmeg,0.25
149,lemon juice,30.0
150,apples,660.0
