rowid,ingredient
1001,"1 avocado, diced"
1002,2 Tbsp Mexican crema
1003,2 boxes Corn bread/muffin mix
1004,3 tbsp chili powder
1005,1 cup shredded cheddar
1006,"3 15oz. cans beans (kidney, pinto, black)"
1007,1 Tbsp chili powder*
1008,1 cup water
1009,1 cup yellow cornmeal
1010,1/4 cup sugar
1011,4 tsp baking powder
1012,1 bunch kale
1013,14 oz block firm tofu $2.00
1014,2 Tbsp chili garlic sauce*
1015,4 cups cooked brown rice
1016,1/2 medium cantaloupe
1017,1.5-2 Tbsp fresh lime juice (about 1/2 lime)
1018,2 lb. pork loin filet
1019,1 Tbsp chili powder
1020,1 medium lime
1021,"4 Tbsp vegetable oil, divided"
1022,1/2 Tbsp minced garlic
1023,1 lb. peeled shrimp (40-50)
1024,1 tsp chili powder
1025,"4 tsp cooking oil, divided"
1026,1 tsp honey
1027,"3 cloves garlic, divided"
1028,2 limes
1029,2 15oz. cans black beans**
1030,1 20oz. can crushed pineapple
1031,1/4 bunch fresh cilantro
1032,2 cups long grain white rice
1033,3 lbs potatoes
1034,Freshly ground pepper (5-10 cranks of a pepper mill)
1035,1/4 tsp salt (or to taste)
1036,"1 cup Italian parsley, packed"
1037,"1/2 cup cilantro, packed"
1038,"1 boneless, skinless chicken breast (3/4 to 1 lb.)"
1039,8 oz button mushrooms
1040,1/4 cup extra virgin olive oil
1041,Pinch red pepper flakes
1042,"1/2 cup fresh parsley, chopped"
1043,"1/2 cup fresh cilantro, chopped"
1044,"1 boneless, skinless chicken breast (3/4 lb.)"
1045,2 Roma Tomatoes
1046,1 cup long grain white rice*
1047,1.5 cups water
1048,½ cup chopped fresh parsley
1049,¼ cup chopped fresh cilantro
1050,¼ cup olive oil
