rowid,ingredient
101,pinch cayenne
102,pinch salt and pepper
103,2 Tbsp butter (plus some for the pan)
104,1 cup unsweetened applesauce
105,2 cups all-purpose flour (plus 1 Tbsp)
106,1 tsp baking soda
107,1/2 tsp cinnamon
108,1/2 tsp ground cloves
109,2/3 cup raisins
110,8 oz. salad greens of choice
111,1 12oz. jar artichoke hearts
112,1 pint grape tomatoes
113,8 oz. mozzarella
114,8 oz. salami
115,1 6oz. jar kalamata olives
116,1 8oz. jar banana peppers
117,1/2 red onion
118,8 oz. provolone
119,1/2 cup extra virgin olive oil
120,3 Tbsp red wine vinegar
121,1 Tbsp lemon juice
122,2 tsp Dijon mustard
123,1 Tbsp Italian seasoning
124,1/2 tsp sugar
125,1/2 tsp salt
126,2 Tbsp grated Parmesan
127,4 oz. apple cider
128,4 oz. sparkling wine
129,1 sprig fresh rosemary or thyme (optional garnish)
130,1/3 cup olive oil
131,1/4 cup apple cider vinegar
132,1 clove garlic
133,1 1/2 Tbsp Dijon mustard
134,10-15 cranks freshly cracked pepper
135,1/2 lb chopped kale (about one bunch)
136,1 medium granny smith apple
137,1/4 cup raisins
138,1/2 cup walnut halves
139,1 cup uncooked quinoa
140,1 1/2 cups apple juice
141,1/16 tsp ground cloves (pinch)
142,1 medium apple
143,1/2 cup walnuts
144,1 double pie crust*
145,1/2 cup sugar
146,1 tsp cinnamon
147,3 Tbsp flour
148,1 pinch nutmeg
149,2 Tbsp lemon juice
150,6 cups sliced apples (6-8 apples)
